model_id,source_repo,source_lang,target_lang,vocab_size,model_type,eval_method,variants,stars,quality_label,status
ber-es,Helsinki-NLP/opus-mt-ber-es,ber,es,13296,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fse-fi,Helsinki-NLP/opus-mt-fse-fi,fse,fi,17131,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-fse,Helsinki-NLP/opus-mt-fi-fse,fi,fse,17131,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
no-da,Helsinki-NLP/opus-mt-no-da,no,da,18879,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
da-no,Helsinki-NLP/opus-mt-da-no,da,no,18881,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
pt-ca,Helsinki-NLP/opus-mt-pt-ca,pt,ca,20554,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
ca-pt,Helsinki-NLP/opus-mt-ca-pt,ca,pt,20554,translation,seq2seq,"base,ct2,ct2_int8,lora",2.6666666666666665,Fair,api_success
ber-fr,Helsinki-NLP/opus-mt-ber-fr,ber,fr,20994,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ber,Helsinki-NLP/opus-mt-fr-ber,fr,ber,20994,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gl-en,Helsinki-NLP/opus-mt-gl-en,gl,en,21305,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ca,Helsinki-NLP/opus-mt-fr-ca,fr,ca,21410,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ca-fr,Helsinki-NLP/opus-mt-ca-fr,ca,fr,21410,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
ca-it,Helsinki-NLP/opus-mt-ca-it,ca,it,21528,translation,seq2seq,"base,ct2,ct2_int8,lora",3.8333333333333335,Good,api_success
it-ca,Helsinki-NLP/opus-mt-it-ca,it,ca,21528,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
phi-en,Helsinki-NLP/opus-mt-phi-en,phi,en,21806,translation,seq2seq,"base,ct2,ct2_int8,lora",3.3333333333333335,Good,api_success
euq-en,Helsinki-NLP/opus-mt-euq-en,euq,en,21964,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-euq,Helsinki-NLP/opus-mt-en-euq,en,euq,21964,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
nl-ca,Helsinki-NLP/opus-mt-nl-ca,nl,ca,21976,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ca-nl,Helsinki-NLP/opus-mt-ca-nl,ca,nl,21976,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
no-es,Helsinki-NLP/opus-mt-no-es,no,es,22024,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-no,Helsinki-NLP/opus-mt-es-no,es,no,22026,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ilo-en,Helsinki-NLP/opus-mt-ilo-en,ilo,en,22065,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
de-ca,Helsinki-NLP/opus-mt-de-ca,de,ca,22116,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
ca-de,Helsinki-NLP/opus-mt-ca-de,ca,de,22116,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
eu-de,Helsinki-NLP/opus-mt-eu-de,eu,de,22170,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-eu,Helsinki-NLP/opus-mt-de-eu,de,eu,22170,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
grk-en,Helsinki-NLP/opus-mt-grk-en,grk,en,22323,translation,seq2seq,"base,ct2,ct2_int8,lora",2.1666666666666665,Fair,api_success
en-grk,Helsinki-NLP/opus-mt-en-grk,en,grk,22324,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ka-en,Helsinki-NLP/opus-mt-ka-en,ka,en,23172,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ccs-en,Helsinki-NLP/opus-mt-ccs-en,ccs,en,23173,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
az-en,Helsinki-NLP/opus-mt-az-en,az,en,23288,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-az,Helsinki-NLP/opus-mt-en-az,en,az,23288,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
kab-en,Helsinki-NLP/opus-mt-kab-en,kab,en,23319,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ka-ru,Helsinki-NLP/opus-mt-ka-ru,ka,ru,23341,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
cus-en,Helsinki-NLP/opus-mt-cus-en,cus,en,23375,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-cus,Helsinki-NLP/opus-mt-en-cus,en,cus,23375,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
aed-es,Helsinki-NLP/opus-mt-aed-es,aed,es,23625,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-aed,Helsinki-NLP/opus-mt-es-aed,es,aed,23625,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ml,Helsinki-NLP/opus-mt-en-ml,en,ml,24661,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ase-en,Helsinki-NLP/opus-mt-ase-en,ase,en,24831,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
es-csn,Helsinki-NLP/opus-mt-es-csn,es,csn,28047,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
csn-es,Helsinki-NLP/opus-mt-csn-es,csn,es,28047,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-mfs,Helsinki-NLP/opus-mt-es-mfs,es,mfs,28283,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
mfs-es,Helsinki-NLP/opus-mt-mfs-es,mfs,es,28283,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
cpp-cpp,Helsinki-NLP/opus-mt-cpp-cpp,cpp,cpp,31989,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
tcbig-en-ko,Helsinki-NLP/opus-mt-tc-big-en-ko,tcbig,ko,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-ko-en,Helsinki-NLP/opus-mt-tc-big-ko-en,tcbig,en,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
synthetic-en-is,Helsinki-NLP/opus-mt-synthetic-en-is,synthetic,is,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
caenes-eo,Helsinki-NLP/opus-mt-caenes-eo,caenes,eo,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
synthetic-en-gd,Helsinki-NLP/opus-mt-synthetic-en-gd,synthetic,gd,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
eo-caenes,Helsinki-NLP/opus-mt-eo-caenes,eo,caenes,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-en-ko,Helsinki-NLP/opus-mt-tc-big-en-ko,tc,ko,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
synthetic-en-uk,Helsinki-NLP/opus-mt-synthetic-en-uk,synthetic,uk,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-zh-ja,Helsinki-NLP/opus-mt-tc-big-zh-ja,tc,ja,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-ko-en,Helsinki-NLP/opus-mt-tc-big-ko-en,tc,en,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
synthetic-en-mk,Helsinki-NLP/opus-mt-synthetic-en-mk,synthetic,mk,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
synthetic-en-so,Helsinki-NLP/opus-mt-synthetic-en-so,synthetic,so,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-zh-ja,Helsinki-NLP/opus-mt-tc-big-zh-ja,tcbig,ja,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
synthetic-en-eu,Helsinki-NLP/opus-mt-synthetic-en-eu,synthetic,eu,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
synthetic-en-ka,Helsinki-NLP/opus-mt-synthetic-en-ka,synthetic,ka,32001,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-fi,Helsinki-NLP/opus-mt-fi-fi,fi,fi,33007,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
inc-inc,Helsinki-NLP/opus-mt-inc-inc,inc,inc,33211,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
de-de,Helsinki-NLP/opus-mt-de-de,de,de,33217,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
es-es,Helsinki-NLP/opus-mt-es-es,es,es,33253,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
iir-iir,Helsinki-NLP/opus-mt-iir-iir,iir,iir,33254,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
zls-zls,Helsinki-NLP/opus-mt-zls-zls,zls,zls,33399,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
sv-sv,Helsinki-NLP/opus-mt-sv-sv,sv,sv,33549,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
urj-urj,Helsinki-NLP/opus-mt-urj-urj,urj,urj,33614,translation,seq2seq,"base,ct2,ct2_int8,lora",2.3333333333333335,Fair,api_success
fiu-fiu,Helsinki-NLP/opus-mt-fiu-fiu,fiu,fiu,33642,translation,seq2seq,"base,ct2,ct2_int8,lora",3.3333333333333335,Good,api_success
sem-sem,Helsinki-NLP/opus-mt-sem-sem,sem,sem,33700,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
zlw-zlw,Helsinki-NLP/opus-mt-zlw-zlw,zlw,zlw,33704,translation,seq2seq,"base,ct2,ct2_int8,lora",3.8333333333333335,Good,api_success
afa-afa,Helsinki-NLP/opus-mt-afa-afa,afa,afa,33714,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gmq-gmq,Helsinki-NLP/opus-mt-gmq-gmq,gmq,gmq,33884,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
zle-zle,Helsinki-NLP/opus-mt-zle-zle,zle,zle,34020,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
en-tdt,Helsinki-NLP/opus-mt-en-tdt,en,tdt,34360,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-gmq-gmq,Helsinki-NLP/opus-mt-tc-big-gmq-gmq,tcbig,gmq,34891,translation,seq2seq,"base,ct2,ct2_int8,lora",0.3333333333333333,Experimental,api_success
tc-big-gmq-gmq,Helsinki-NLP/opus-mt-tc-big-gmq-gmq,tc,gmq,34891,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
tc-big-itc-itc,Helsinki-NLP/opus-mt-tc-big-itc-itc,tc,itc,35283,translation,seq2seq,"base,ct2,ct2_int8,lora",2.1666666666666665,Fair,api_success
tcbig-itc-itc,Helsinki-NLP/opus-mt-tc-big-itc-itc,tcbig,itc,35283,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
tc-base-gmw-gmw,Helsinki-NLP/opus-mt-tc-base-gmw-gmw,tc,gmw,35452,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
gmw-gmw,Helsinki-NLP/opus-mt-gmw-gmw,gmw,gmw,35464,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
tcbig-gmw-gmw,Helsinki-NLP/opus-mt-tc-big-gmw-gmw,tcbig,gmw,35698,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-gmw-gmw,Helsinki-NLP/opus-mt-tc-big-gmw-gmw,tc,gmw,35698,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ber-en,Helsinki-NLP/opus-mt-ber-en,ber,en,36048,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ber,Helsinki-NLP/opus-mt-en-ber,en,ber,36048,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-zle-zle,Helsinki-NLP/opus-mt-tc-big-zle-zle,tc,zle,36263,translation,seq2seq,"base,ct2,ct2_int8,lora",1.8333333333333333,Basic,api_success
tcbig-zle-zle,Helsinki-NLP/opus-mt-tc-big-zle-zle,tcbig,zle,36263,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
itc-itc,Helsinki-NLP/opus-mt-itc-itc,itc,itc,36547,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
zh-uk,Helsinki-NLP/opus-mt-zh-uk,zh,uk,36936,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gem-gem,Helsinki-NLP/opus-mt-gem-gem,gem,gem,37745,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
wls-en,Helsinki-NLP/opus-mt-wls-en,wls,en,37757,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sla-sla,Helsinki-NLP/opus-mt-sla-sla,sla,sla,38182,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
tvl-en,Helsinki-NLP/opus-mt-tvl-en,tvl,en,38380,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-tvl,Helsinki-NLP/opus-mt-en-tvl,en,tvl,38380,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-gmw-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_nld,tc,deu_eng_nld,39447,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_gmw-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-gmw-deu_eng_nld,tcbig,deu_eng_nld,39447,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-itc-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-itc-fra_ita_por_spa,tc,fra_ita_por_spa,39825,translation,seq2seq,"base,ct2,ct2_int8,lora",1.1666666666666667,Basic,api_success
tcbig-bible_itc-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-itc-fra_ita_por_spa,tcbig,fra_ita_por_spa,39825,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
wls-sv,Helsinki-NLP/opus-mt-wls-sv,wls,sv,39948,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-wls,Helsinki-NLP/opus-mt-sv-wls,sv,wls,39948,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
wls-fr,Helsinki-NLP/opus-mt-wls-fr,wls,fr,41127,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-wls,Helsinki-NLP/opus-mt-fr-wls,fr,wls,41127,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
yap-en,Helsinki-NLP/opus-mt-yap-en,yap,en,41585,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-wls,Helsinki-NLP/opus-mt-es-wls,es,wls,41820,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tvl-sv,Helsinki-NLP/opus-mt-tvl-sv,tvl,sv,41896,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-tvl,Helsinki-NLP/opus-mt-sv-tvl,sv,tvl,41896,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-pis,Helsinki-NLP/opus-mt-en-pis,en,pis,42010,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pis-en,Helsinki-NLP/opus-mt-pis-en,pis,en,42010,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
niu-en,Helsinki-NLP/opus-mt-niu-en,niu,en,42155,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-niu,Helsinki-NLP/opus-mt-en-niu,en,niu,42155,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tvl-fr,Helsinki-NLP/opus-mt-tvl-fr,tvl,fr,42333,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-tvl,Helsinki-NLP/opus-mt-fr-tvl,fr,tvl,42333,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-wls,Helsinki-NLP/opus-mt-fi-wls,fi,wls,42342,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ho,Helsinki-NLP/opus-mt-en-ho,en,ho,42463,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ho-en,Helsinki-NLP/opus-mt-ho-en,ho,en,42463,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-tvl,Helsinki-NLP/opus-mt-es-tvl,es,tvl,42688,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tvl-es,Helsinki-NLP/opus-mt-tvl-es,tvl,es,42688,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ine-ine,Helsinki-NLP/opus-mt-ine-ine,ine,ine,42741,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-tiv,Helsinki-NLP/opus-mt-en-tiv,en,tiv,43019,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tiv-en,Helsinki-NLP/opus-mt-tiv-en,tiv,en,43019,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tvl-fi,Helsinki-NLP/opus-mt-tvl-fi,tvl,fi,43544,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-tvl,Helsinki-NLP/opus-mt-fi-tvl,fi,tvl,43544,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-crs,Helsinki-NLP/opus-mt-en-crs,en,crs,43620,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
crs-en,Helsinki-NLP/opus-mt-crs-en,crs,en,43620,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
niu-sv,Helsinki-NLP/opus-mt-niu-sv,niu,sv,43716,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-niu,Helsinki-NLP/opus-mt-sv-niu,sv,niu,43716,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sg-en,Helsinki-NLP/opus-mt-sg-en,sg,en,43822,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-sg,Helsinki-NLP/opus-mt-en-sg,en,sg,43822,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-sg,Helsinki-NLP/opus-mt-fr-sg,fr,sg,43886,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sg-fr,Helsinki-NLP/opus-mt-sg-fr,sg,fr,43886,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-ho,Helsinki-NLP/opus-mt-sv-ho,sv,ho,44341,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
niu-de,Helsinki-NLP/opus-mt-niu-de,niu,de,44948,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-niu,Helsinki-NLP/opus-mt-de-niu,de,niu,44948,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ho,Helsinki-NLP/opus-mt-fr-ho,fr,ho,44995,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-iso,Helsinki-NLP/opus-mt-en-iso,en,iso,45029,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
iso-en,Helsinki-NLP/opus-mt-iso-en,iso,en,45029,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-niu,Helsinki-NLP/opus-mt-fr-niu,fr,niu,45041,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
niu-fr,Helsinki-NLP/opus-mt-niu-fr,niu,fr,45041,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
yap-sv,Helsinki-NLP/opus-mt-yap-sv,yap,sv,45123,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-yap,Helsinki-NLP/opus-mt-sv-yap,sv,yap,45123,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-ho,Helsinki-NLP/opus-mt-es-ho,es,ho,45168,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-tiv,Helsinki-NLP/opus-mt-sv-tiv,sv,tiv,45188,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tiv-sv,Helsinki-NLP/opus-mt-tiv-sv,tiv,sv,45188,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-roa-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-roa-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,45245,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-bible_roa-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-roa-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,45245,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
de-ho,Helsinki-NLP/opus-mt-de-ho,de,ho,45292,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
niu-es,Helsinki-NLP/opus-mt-niu-es,niu,es,45309,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-niu,Helsinki-NLP/opus-mt-es-niu,es,niu,45309,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-sg,Helsinki-NLP/opus-mt-sv-sg,sv,sg,45336,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sg-sv,Helsinki-NLP/opus-mt-sg-sv,sg,sv,45336,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_itc-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,45341,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
tc-bible-big-itc-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,45341,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
tcbig-bible_deu_eng_fra_por_spa-roa,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-roa,tcbig,roa,45376,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-roa,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-roa,tc,roa,45376,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-itc,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-itc,tcbig,itc,45448,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-itc,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-itc,tc,itc,45448,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
niu-fi,Helsinki-NLP/opus-mt-niu-fi,niu,fi,45655,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-niu,Helsinki-NLP/opus-mt-fi-niu,fi,niu,45655,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
yap-fr,Helsinki-NLP/opus-mt-yap-fr,yap,fr,45779,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-yap,Helsinki-NLP/opus-mt-fr-yap,fr,yap,45779,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tiv-fr,Helsinki-NLP/opus-mt-tiv-fr,tiv,fr,45828,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-tiv,Helsinki-NLP/opus-mt-fr-tiv,fr,tiv,45828,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-crs,Helsinki-NLP/opus-mt-sv-crs,sv,crs,46013,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
crs-sv,Helsinki-NLP/opus-mt-crs-sv,crs,sv,46013,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-yua,Helsinki-NLP/opus-mt-es-yua,es,yua,46028,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sg-es,Helsinki-NLP/opus-mt-sg-es,sg,es,46098,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-sg,Helsinki-NLP/opus-mt-es-sg,es,sg,46098,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-ho,Helsinki-NLP/opus-mt-fi-ho,fi,ho,46197,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-jap,Helsinki-NLP/opus-mt-en-jap,en,jap,46276,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
jap-en,Helsinki-NLP/opus-mt-jap-en,jap,en,46276,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
crs-fr,Helsinki-NLP/opus-mt-crs-fr,crs,fr,46774,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
